City,Country,Latitude,Longitude,Temperature,Humidity,Cloudiness,Wind Speed
Samarai,PG,-10.6167,150.6667,79.81,71,100,11.45
Lac-Mégantic,CA,45.5834,-70.8823,59.02,91,1,6.06
Abonnema,NG,4.7084,6.7931,76.12,91,100,4.63
Shache,CN,38.4167,77.2406,81.91,15,100,17.72
Elban,RU,50.1018,136.5094,72.91,35,100,7.78
Beisfjord,NO,68.3751,17.5988,50.25,78,100,2.42
Xapuri,BR,-10.6517,-68.5044,68.77,89,9,2.66
Black Diamond,US,47.3087,-122.0032,74.07,67,0,4.32
Egvekinot,RU,66.3167,-179.1667,53.38,46,63,2.59
Grand Island,US,40.925,-98.342,76.19,59,99,6.8
Develi,TR,38.3906,35.4922,56.55,48,0,2.44
Słubice,PL,52.3509,14.5607,71.74,86,68,4.61
Broken Hill,AU,-31.95,141.4333,55.11,58,0,16.11
Kapoeta,SS,4.7717,33.5903,71.98,81,98,3.78
Saint-Pierre,RE,-21.3393,55.4781,67.28,74,20,10.36
Kisesa,TZ,-3.0833,34.15,58.82,77,86,7.65
Ust'-Koksa,RU,50.2696,85.6108,64.15,71,72,5.82
San Patricio,US,28.017,-97.5169,84.85,76,92,9.01
Havelock,US,34.8791,-76.9013,81.01,82,99,4.0
Mountain Home,US,43.133,-115.6912,89.08,11,1,16.11
Pachino,IT,36.7186,15.0907,80.6,61,1,2.3
Qasigiannguit,GL,68.8193,-51.1922,39.45,73,38,2.48
Manjacaze,MZ,-24.7117,33.8828,60.04,96,37,1.63
Coaticook,CA,45.1334,-71.7991,61.48,91,20,3.44
Burley,US,42.5357,-113.7928,80.56,26,1,12.66
Changping,CN,40.2186,116.2197,92.84,16,57,8.99
Alakurtti,RU,66.9672,30.3491,52.63,73,100,2.21
Penzance,GB,50.1186,-5.5371,57.88,94,100,8.19
Xinmin,CN,41.9908,122.8253,79.09,43,63,7.96
Ginda,IN,30.6945,78.4932,73.78,61,90,3.58
Bako,ET,5.7833,36.5667,63.43,77,100,3.31
Pedersore,FI,63.65,22.6833,59.13,98,96,2.8
Savinskiy,RU,62.9342,40.1361,57.7,67,85,5.5
Senneterre,CA,48.3835,-77.2328,57.42,92,99,2.59
Totness,SR,5.8833,-56.3167,77.29,90,9,9.62
Uberaba,BR,-19.7483,-47.9319,66.78,59,0,10.36
Grants,US,35.1473,-107.8514,80.83,19,40,14.97
Emerald,AU,-23.5333,148.1667,68.34,34,1,9.22
Remontnoye,RU,46.5614,43.6501,68.41,37,3,18.9
Batagay-Alyta,RU,67.8006,130.4114,81.32,25,53,5.21
Oistins,BB,13.0667,-59.5333,80.69,74,40,14.97
Tomari,RU,47.7658,142.0683,59.76,49,100,12.55
Negombo,LK,7.2083,79.8358,86.05,74,75,4.61
Nokaneng,BW,-19.6667,22.2667,56.73,59,61,9.71
Prince Rupert,CA,54.3161,-130.3201,59.09,76,1,5.75
Inhambane,MZ,-23.865,35.3833,66.18,94,75,4.61
Xining,CN,36.6167,101.7667,60.03,50,100,0.85
Srīvardhan,IN,18.0333,73.0167,82.45,78,21,15.12
Kalmunai,LK,7.4167,81.8167,88.02,58,98,2.39
Kamaishi,JP,39.2667,141.8833,77.95,72,98,8.48
Berlevåg,NO,70.8578,29.0864,46.17,80,94,2.21
Shahrud,IR,36.4182,54.9763,78.6,19,0,3.02
Ystad,SE,55.4297,13.8204,63.99,88,98,6.71
Pudozh,RU,61.8099,36.5345,70.34,57,0,5.1
Port Shepstone,ZA,-30.7414,30.455,60.84,65,0,8.88
Domoni,KM,-12.2569,44.5319,75.78,81,54,13.98
Dalvik,IS,65.9702,-18.5286,40.93,98,99,4.32
São João da Barra,BR,-21.6403,-41.0511,70.88,76,3,21.97
Tevriz,RU,57.509,72.4042,59.59,59,94,11.1
Camalú,MX,30.85,-116.0667,62.42,88,18,6.6
Umm Kaddadah,SD,13.6017,26.6876,80.78,50,42,9.24
Cherëmukhovo,RU,60.3484,59.9851,53.26,42,1,17.29
Urucará,BR,-2.5364,-57.76,72.46,96,11,2.91
Nsanje,MW,-16.92,35.262,63.18,95,82,3.33
Springbok,ZA,-29.6643,17.8865,57.38,34,69,9.22
Mosetse,BW,-20.75,26.65,52.65,82,80,12.91
Seoul,KR,37.5683,126.9778,84.61,48,0,12.66
Ābdānān,IR,32.9926,47.4198,86.58,13,0,5.03
Lagoa,PT,39.05,-27.9833,65.84,88,76,12.84
Monrovia,LR,6.3005,-10.7969,77.4,86,100,6.35
Shellbrook,CA,53.2168,-106.4011,60.03,71,51,7.31
Kariba,ZW,-16.5167,28.8,58.64,60,61,3.56
Buckeye,US,33.3703,-112.5838,110.05,18,0,13.4
Fare,PF,-16.7,-151.0167,80.64,78,19,14.43
Fort Nelson,CA,58.8053,-122.7002,74.79,31,20,0.0
Nioaque,BR,-21.1353,-55.83,55.81,85,88,4.68
Yerbogachën,RU,61.2767,108.0108,76.73,38,79,4.88
Sinnamary,GF,5.3833,-52.95,77.7,85,32,6.55
Wajima,JP,37.4,136.9,72.28,73,75,6.91
Alofi,NU,-19.0595,-169.9187,75.09,88,23,6.91
Morena,IN,26.4969,78.0,94.3,43,30,13.38
Oudtshoorn,ZA,-33.5907,22.2014,68.36,36,49,6.85
Lübben,DE,51.95,13.9,72.05,89,92,5.35
Villa Unión,MX,23.2,-106.2333,81.01,88,90,3.44
Yulara,AU,-25.2406,130.9889,60.64,41,3,8.05
Makakilo City,US,21.3469,-158.0858,81.61,56,75,8.05
Forsytheganj,BY,52.6333,29.7333,67.71,89,3,7.63
Nemuro,JP,43.3236,145.575,48.63,98,100,16.28
Houma,US,29.5958,-90.7195,81.0,89,1,0.0
Chifeng,CN,42.2683,118.9636,77.13,29,31,22.37
Ibirubá,BR,-28.6275,-53.0897,50.05,97,78,4.79
Taloqan,AF,36.7361,69.5345,86.92,13,0,4.14
Honiara,SB,-9.4333,159.95,83.35,71,81,4.7
Panalingaan,PH,8.7842,117.4231,84.79,74,91,8.81
Deputatsky,RU,69.3,139.9,78.1,23,46,14.67
Eureka,US,40.8021,-124.1637,63.19,73,2,1.99
North Bend,US,43.4065,-124.2243,58.91,82,1,23.02
Matara,LK,5.9485,80.5353,85.26,67,30,13.73
Maryborough,AU,-25.5333,152.7,70.11,44,9,6.06
Fortuna,US,40.5982,-124.1573,62.92,71,40,1.01
Upata,VE,8.0086,-62.3989,74.19,87,40,7.36
Eyl,SO,7.9803,49.8164,80.02,56,100,26.22
Rundu,NA,-17.9333,19.7667,48.02,62,0,5.66
Sibolga,ID,1.7427,98.7792,81.03,84,94,3.96
Sinop Province,TR,41.7711,34.8709,65.12,67,0,1.39
Paoua,CF,7.2427,16.4406,69.55,82,85,3.0
George,ZA,-33.963,22.4617,69.35,28,0,2.3
Fuerte Olimpo,PY,-21.0415,-57.8738,53.96,82,100,2.73
Hirara,JP,24.8,125.2833,91.26,70,75,6.91
Bambanglipuro,ID,-7.95,110.2833,66.6,68,99,5.32
Sørland,NO,67.667,12.6934,46.76,79,100,14.74
Guiglo,CI,6.5456,-7.4966,70.16,100,100,2.01
Namwala,ZM,-15.7504,26.4384,56.03,65,0,9.51
Nome,US,64.5011,-165.4064,57.27,58,1,6.91
Turaif,SA,31.6725,38.6637,66.45,52,0,9.22
Matamoros,MX,25.5333,-103.25,78.12,54,100,8.63
Jiazi,CN,22.8779,116.067,87.19,73,99,14.54
Zimovniki,RU,47.1483,42.4633,69.55,53,5,14.45
Östersund,SE,63.1792,14.6357,46.85,100,90,3.44
Riverton,US,40.5219,-111.9391,89.08,28,1,1.01
Den Helder,NL,52.9599,4.7593,60.98,95,75,11.99
Burnie,AU,-41.0667,145.9167,52.45,72,12,4.14
Salinópolis,BR,-0.6136,-47.3561,77.9,85,98,9.46
Anito,PH,12.4497,125.2886,89.13,60,99,4.05
Camocim,BR,-2.9022,-40.8411,76.01,83,12,10.29
Inverell,AU,-29.7833,151.1167,64.11,54,45,5.99
Torquay,GB,50.4638,-3.5143,57.58,97,100,3.0
Talnakh,RU,69.4865,88.3972,47.17,90,100,5.7
Haicheng,CN,40.8516,122.7475,81.05,36,1,10.29
Codrington,AU,-38.2667,141.9667,55.94,60,60,4.32
Airai,TL,-8.9266,125.4092,68.32,66,74,4.34
Akdepe,TM,42.0551,59.3788,71.69,19,0,15.88
Sosnovo-Ozerskoye,RU,52.5249,111.5418,61.77,57,93,7.52
Powell River,CA,49.8496,-124.5361,68.09,76,23,2.19
Ketchikan,US,55.3422,-131.6461,63.07,59,1,12.66
Fairbanks,US,64.8378,-147.7164,66.2,80,90,8.05
Cabedelo,BR,-6.9811,-34.8339,72.27,88,56,10.22
Vostok,RU,46.4856,135.8833,67.39,32,97,12.82
Faya,SA,18.3851,42.4509,66.31,18,95,4.27
Ilhabela,BR,-23.7781,-45.3581,67.41,89,97,4.5
Praia da Vitória,PT,38.7333,-27.0667,68.76,94,75,13.82
Zykovo,RU,55.9519,93.1461,72.34,57,73,5.95
