City,Country,Latitude,Longitude,Temperature,Humidity,Cloudiness,Wind Speed
Los Llanos de Aridane,ES,28.6585,-17.9182,65.95,81,90,16.11
Richards Bay,ZA,-28.783,32.0377,60.12,55,6,7.27
Pisco,PE,-13.7,-76.2167,64.45,77,90,8.05
Vitim,RU,59.4511,112.5578,70.2,67,56,2.19
Mezőcsát,HU,47.8167,20.9167,77.16,71,0,3.58
Proddatūr,IN,14.7333,78.55,85.12,57,100,12.28
Boyuibe,BO,-20.4167,-63.2833,56.48,89,47,2.42
San Blas,MX,21.5167,-105.2667,85.89,73,100,6.62
Taoudenni,ML,22.6783,-3.9836,99.59,9,3,9.44
Samfya,ZM,-11.3649,29.5565,57.45,72,32,7.94
Thunder Bay,CA,48.4001,-89.3168,58.98,67,75,9.22
Sherbakul',RU,54.6316,72.3963,53.28,89,100,1.61
Cervo,ES,43.6702,-7.4101,58.96,85,46,7.7
Muroto-misakicho,JP,33.2833,134.15,77.04,74,96,7.2
Ailigandí,PA,9.2333,-78.0167,81.52,79,71,7.16
Ixtapa,MX,20.7,-105.2,81.63,78,90,10.36
Cap Malheureux,MU,-19.9842,57.6142,77.49,79,12,4.0
Luanda,AO,-8.8368,13.2343,71.6,88,40,3.44
Zhuhai,CN,22.2769,113.5678,83.05,94,40,11.5
Cockburn Town,TC,21.4612,-71.1419,84.16,65,40,16.11
Alberton,CA,46.8168,-64.0654,73.53,96,42,9.71
Bambanglipuro,ID,-7.95,110.2833,57.6,92,92,3.98
San Quintín,MX,30.4833,-115.95,70.92,70,67,12.68
Nichinan,JP,31.6,131.3667,76.68,74,30,5.39
Taltal,CL,-25.4,-70.4833,57.79,79,100,2.44
Groton,US,41.3501,-72.0784,63.91,87,90,5.75
Mogadishu,SO,2.0371,45.3438,76.26,85,52,13.09
Okato,NZ,-39.2,173.8833,51.42,64,53,4.63
San Patricio,US,28.017,-97.5169,87.89,55,41,12.62
Skibbereen,IE,51.55,-9.2667,49.8,92,100,3.74
Balkanabat,TM,39.5108,54.3671,87.39,13,0,21.79
Grootfontein,NA,-19.5667,18.1167,40.57,75,0,1.14
Batagay-Alyta,RU,67.8006,130.4114,72.61,32,90,2.95
Yumen,CN,40.2833,97.2,65.97,56,100,16.87
Pilar,BR,-9.5972,-35.9567,73.33,92,2,3.09
Tahe,CN,52.3333,124.7333,73.09,54,55,4.14
San Juan,AR,-31.5375,-68.5364,50.45,50,2,4.18
Green River,US,41.5286,-109.4662,93.6,12,22,6.93
Port Augusta,AU,-32.5,137.7667,53.71,85,91,15.37
Freeport,US,40.6576,-73.5832,64.58,92,90,3.0
Oodweyne,SO,9.4092,45.064,73.33,53,71,17.02
Hearst,CA,49.6835,-83.6665,57.45,79,99,5.26
Dafeng,CN,23.4517,108.5881,79.7,89,100,2.44
Donghai,CN,22.9459,115.642,79.95,87,100,4.29
Paraná,AR,-31.732,-60.5238,56.55,80,17,8.84
Adela,PH,12.4416,120.9729,80.82,78,100,0.96
Matara,LK,5.9485,80.5353,76.84,89,88,7.54
Nikolskoye,RU,59.7035,30.7861,73.87,93,96,5.1
Gigmoto,PH,13.7796,124.39,82.36,78,100,5.77
Seddon,AU,-37.8068,144.8916,59.67,70,90,5.01
Kanniyākumāri,IN,8.0833,77.5667,79.16,86,100,15.41
Inverell,AU,-29.7833,151.1167,54.16,80,100,1.01
Plastun,RU,44.7561,136.2939,67.06,55,14,1.01
Waingapu,ID,-9.6567,120.2641,76.75,80,21,3.69
Oktyabr'skiy,RU,54.4815,53.471,70.39,79,45,4.65
Balbalan,PH,17.4414,121.2019,70.3,78,99,2.42
Sokol,RU,59.4617,40.1206,66.02,82,26,3.11
Vychegodskiy,RU,61.247,46.8984,67.24,73,52,2.57
Kimbe,PG,-5.5502,150.1429,84.58,66,17,6.02
Saint Anthony,US,45.0205,-93.218,77.32,29,1,3.0
Marsá Maţrūḩ,EG,31.3525,27.2453,75.4,69,0,6.91
Shakawe,BW,-18.3667,21.85,52.77,53,0,2.62
Ust-Tsilma,RU,65.441,52.1498,54.86,73,91,5.95
Belmonte,BR,-15.8631,-38.8828,73.9,82,8,8.01
Dudinka,RU,69.4058,86.1778,42.13,81,100,12.82
Derzhavīnsk,KZ,51.1,66.3167,60.4,52,47,12.28
Sept-Îles,CA,50.2001,-66.3821,62.06,67,75,4.0
Hakkâri Province,TR,37.5833,44.1667,55.53,44,0,1.19
San Clemente,US,33.427,-117.612,92.73,79,89,3.0
Rosarito,MX,32.3333,-117.0333,73.83,73,75,13.18
Sibolga,ID,1.7427,98.7792,73.38,87,100,2.73
Abonnema,NG,4.7084,6.7931,73.44,93,63,4.5
Ossora,RU,59.2353,163.0719,59.02,50,11,4.03
Tiarei,PF,-17.5333,-149.3333,86.02,78,11,4.16
Salym,RU,60.0625,71.4789,45.79,97,100,4.5
Moranbah,AU,-22.0016,148.0466,63.57,80,65,16.13
Río Gallegos,AR,-51.6226,-69.2181,35.65,80,0,6.91
Gao,ML,16.6362,1.637,91.31,35,7,13.06
Zlobin,HR,45.2924,14.6541,67.3,78,0,2.3
Xiaoshi,CN,41.2971,124.1209,66.22,75,0,1.25
El Salvador,SV,13.8333,-88.9167,79.2,87,73,4.05
Novyy Svit,UA,47.8059,38.0211,68.95,72,99,5.28
Tafresh,IR,34.692,50.013,70.74,10,0,5.53
Buarcos,PT,40.166,-8.8768,62.56,88,40,8.99
Romans-sur-Isère,FR,45.0464,5.0562,66.83,89,3,0.89
Roald,NO,62.5833,6.1333,52.9,100,20,6.91
Aswān,EG,24.0934,32.907,89.69,18,0,13.11
Sungai Penuh,ID,-2.0833,101.3833,63.57,98,100,2.28
Lavrentiya,RU,65.5833,-171.0,50.09,69,39,2.48
Plymouth,US,41.8334,-70.8328,66.51,94,90,9.22
Saint-François,FR,46.4154,3.9054,60.19,96,0,3.44
Kumul,CN,42.8,93.45,76.89,28,95,6.33
Synya,RU,65.3718,58.0387,44.98,76,31,2.59
Nha Trang,VN,12.25,109.1833,82.4,76,97,3.94
Meridian,US,43.6121,-116.3915,97.65,26,1,4.0
Saint-Leu,RE,-21.15,55.2833,62.67,80,27,13.65
Carroll,US,39.5501,-77.0164,68.25,65,100,1.01
Rodeo,US,38.033,-122.2669,83.89,64,1,15.99
Kedrovyy,RU,56.1667,91.8167,52.21,99,100,4.88
Kommunar,RU,59.6206,30.39,73.51,93,95,5.79
St. George's,GD,12.0564,-61.7485,79.27,80,96,14.36
Port Hawkesbury,CA,45.6169,-61.3485,70.59,97,90,1.99
Kavieng,PG,-2.5744,150.7967,83.1,75,14,10.56
Katsuura,JP,35.1333,140.3,74.19,83,100,14.61
Shenzhen,CN,22.5455,114.0683,83.21,93,100,5.55
Asău,RO,46.4333,26.4,69.4,100,5,4.47
San Gabriel,US,34.0961,-118.1058,100.87,41,1,8.05
Manbij,SY,36.5281,37.9549,70.57,70,0,13.94
Wajima,JP,37.4,136.9,68.68,88,75,3.44
Kāzerūn,IR,29.6195,51.6541,83.7,8,0,6.38
Kysyl-Syr,RU,63.8986,122.7617,81.03,45,61,2.46
Oranjemund,NA,-28.55,16.4333,56.66,97,15,2.8
Adré,TD,13.4667,22.2,81.1,35,99,1.79
Chara,RU,56.9064,118.2631,68.0,59,24,1.14
Hong Kong,HK,22.2855,114.1577,83.32,85,100,5.99
Loa Janan,ID,-0.583,117.095,73.83,91,26,0.34
Paraíba do Sul,BR,-22.1619,-43.2928,61.34,96,39,3.89
Yakeshi,CN,49.2833,120.7333,64.74,68,15,1.95
Kidal,ML,18.4411,1.4078,93.49,16,31,6.02
Fukuechō,JP,32.6881,128.8419,71.96,83,0,3.44
Creel,MX,27.75,-107.6333,59.67,87,95,7.31
Yunyang,CN,33.4474,112.7142,78.3,53,100,0.51
Hay River,CA,60.8156,-115.7999,58.98,72,75,11.5
Khanpur,PK,28.6453,70.6567,95.5,35,2,13.58
Bazaliia,UA,49.7127,26.4733,66.94,92,1,3.78
Hamilton,US,39.1834,-84.5333,71.31,43,20,8.05
Liverpool,GB,53.4106,-2.9779,55.94,76,1,1.01
Novonikolayevskaya,RU,45.5892,38.3689,73.29,91,5,4.94
Abengourou,CI,6.7297,-3.4964,69.8,99,100,2.68
Manokwari,ID,-0.8667,134.0833,80.8,74,95,4.81
Kieta,PG,-6.2167,155.6333,84.94,68,18,4.81
