City,Country,Latitude,Longitude,Temperature,Humidity,Cloudiness,Wind Speed
Olafsvik,IS,64.8945,-23.7142,46.47,70,27,13.6
Strezhevoy,RU,60.7333,77.5889,53.58,78,100,9.33
Russell,US,32.3502,-85.1999,87.08,73,83,10.94
Kibaya,TZ,-5.3,36.5667,52.29,91,41,4.25
Petauke,ZM,-14.2426,31.3253,59.2,68,37,7.87
San Miguel de Tucumán,AR,-26.8241,-65.2226,55.4,67,40,6.91
Paita,PE,-5.0892,-81.1144,77.56,73,88,17.65
Raja,SS,8.4596,25.678,71.96,75,96,3.02
Kaitangata,NZ,-46.2817,169.8464,39.56,92,13,2.59
Passo Fundo,BR,-28.2628,-52.4067,55.96,84,43,5.84
Kidal,ML,18.4411,1.4078,98.96,10,22,5.95
Port Hardy,CA,50.6996,-127.4199,59.18,88,75,6.91
Souillac,MU,-20.5167,57.5167,71.98,68,40,18.41
San Policarpo,PH,12.1791,125.5072,78.17,86,100,5.86
College,US,64.8569,-147.8028,69.01,55,40,5.75
Tezu,IN,27.9167,96.1667,75.43,98,96,1.83
Port Hedland,AU,-20.3167,118.5667,64.45,63,75,5.75
Soroti,UG,1.7146,33.6111,63.48,93,100,5.75
Tilichiki,RU,60.4667,166.1,48.65,68,100,5.82
Torit,SS,4.4133,32.5678,70.74,88,54,2.68
Biltine,TD,14.5333,20.9167,88.63,30,24,3.85
Karpogory,RU,64.0019,44.4451,58.82,68,99,10.0
Boa Vista,BR,2.8197,-60.6733,89.58,48,40,10.36
Mildura,AU,-34.2,142.15,35.56,100,0,4.61
Saryozek,KZ,44.3583,77.9753,47.89,38,2,3.69
Cururupu,BR,-1.8283,-44.8683,78.13,87,25,6.31
Fallon,US,39.4735,-118.7774,99.91,9,1,9.22
Bud,US,39.447,-86.1758,89.22,67,100,11.95
Kosa,RU,59.9445,54.9977,50.29,55,84,3.0
Rosetta,EG,31.4044,30.4164,75.02,73,0,4.9
Leh,IN,34.1667,77.5833,53.74,37,84,6.11
Shache,CN,38.4167,77.2406,75.74,22,100,8.28
Basoko,CD,1.2391,23.616,76.35,70,100,2.71
Majene,ID,-3.5403,118.9707,75.96,89,100,5.41
Talcahuano,CL,-36.7167,-73.1167,55.08,67,0,14.97
Sørland,NO,67.667,12.6934,50.07,82,100,21.81
Ilo,PE,-17.6394,-71.3375,64.63,81,100,8.48
Changping,CN,40.2186,116.2197,74.52,29,18,4.97
Naushki,RU,50.3828,106.1056,60.49,64,54,2.57
Fonte Boa,BR,-2.4959,-66.2662,83.03,75,24,3.38
San Vicente de Cañete,PE,-13.0751,-76.3835,67.95,75,100,9.84
Mānsa,IN,29.9833,75.3833,91.31,45,1,9.69
Petrovskoye,RU,57.0104,39.2693,67.23,80,0,6.24
Nong’an,CN,44.382,125.1685,55.81,94,40,6.53
Buin,CL,-33.7333,-70.75,56.7,55,99,4.97
Mayo,US,38.8876,-76.5119,94.64,68,86,3.0
Aranos,NA,-24.1333,19.1167,54.37,43,1,10.71
Sola,VU,-13.8833,167.55,80.26,78,91,12.91
Pskov,RU,57.8136,28.3496,73.31,78,0,2.24
Cayenne,GF,4.9333,-52.3333,86.04,76,20,5.99
Pemangkat,ID,1.1667,108.9667,78.53,81,95,6.29
Road Town,VG,18.4167,-64.6167,86.09,74,40,14.97
São Gabriel da Cachoeira,BR,-0.1303,-67.0892,85.8,70,20,6.91
São José da Coroa Grande,BR,-8.8978,-35.1478,78.31,81,10,6.73
Bǝrdǝ,AZ,40.3744,47.1267,76.68,48,0,8.23
La Asuncion,VE,11.0333,-63.8628,89.33,58,72,17.27
Saint Anthony,US,45.0205,-93.218,73.31,87,90,4.61
Mujiayingzi,CN,42.1167,118.7833,60.89,57,98,2.53
Turukhansk,RU,65.8167,87.9833,45.57,92,100,6.2
La Paz,BO,-16.5,-68.15,62.58,17,20,14.97
Poum,NC,-20.2333,164.0167,72.03,66,100,9.48
Laguna,US,38.421,-121.4238,106.21,25,1,4.0
Mezen',RU,65.8522,44.24,50.22,84,100,11.03
Asău,RO,46.4333,26.4,63.52,99,76,2.13
Santo Augusto,BR,-27.8508,-53.7772,53.06,81,95,7.25
Paris,FR,48.8534,2.3488,69.22,91,75,11.5
Bubaque,GW,11.2833,-15.8333,79.07,78,20,19.91
Trelew,AR,-43.249,-65.3051,50.13,36,38,8.88
Cockburn Town,TC,21.4612,-71.1419,81.05,86,43,19.46
Araouane,ML,18.9048,-3.5265,96.06,20,11,10.58
Ucluelet,CA,48.9329,-125.5528,79.95,69,43,5.01
Bucerías,MX,20.75,-105.3333,85.98,70,75,9.22
Deyskoye,RU,43.4755,44.1618,73.54,81,3,2.98
San Francisco,US,37.7749,-122.4194,94.62,76,20,5.01
Tura,IN,25.5198,90.2201,73.15,98,98,5.37
Gebog,ID,-6.735,110.8444,73.47,91,99,2.35
Diego de Almagro,CL,-26.3667,-70.05,66.56,22,86,6.98
Zhigansk,RU,66.7697,123.3711,70.36,52,58,3.67
Sioux Lookout,CA,50.1001,-91.917,64.47,63,75,10.36
Mountain Home,US,43.133,-115.6912,87.8,19,0,19.84
Onega,RU,63.9061,38.1404,71.33,52,98,9.95
Belaya Gora,RU,68.5333,146.4167,57.88,51,0,12.39
Mnogovershinnyy,RU,53.9353,139.9242,58.6,61,77,0.29
Baghdad,IQ,33.3406,44.4009,91.31,14,0,8.05
Petrozavodsk,RU,61.7849,34.3469,74.66,53,0,4.47
Lebanon,US,36.2081,-86.2911,92.84,55,1,5.75
Ambikāpur,IN,23.1167,83.2,77.4,67,81,3.71
Takoradze,GH,4.8845,-1.7554,76.75,88,100,10.49
Nantucket,US,41.2835,-70.0995,81.61,76,1,14.97
Luga,RU,58.7372,29.8453,70.65,73,0,4.85
Oistins,BB,13.0667,-59.5333,86.09,62,40,24.16
Ganzhou,CN,28.8184,115.4327,71.74,94,100,2.66
Fort Smith,US,35.3859,-94.3986,93.69,44,1,7.0
Camalú,MX,30.85,-116.0667,74.43,65,17,10.4
Along,IN,28.1667,94.7667,73.36,99,83,0.94
Yerbogachën,RU,61.2767,108.0108,56.48,82,37,2.06
Chapais,CA,49.7834,-74.8492,71.38,45,57,4.76
Podgorica,ME,42.4411,19.2636,78.58,61,20,2.3
Rantauprapat,ID,2.1,99.8333,72.34,96,100,1.79
Villarrobledo,ES,39.2699,-2.6012,68.77,52,35,12.17
Cristóbal Obregón,MX,16.35,-93.5333,85.26,74,95,5.14
Nioki,CD,-2.7167,17.6833,79.27,39,9,2.91
Havelock,US,34.8791,-76.9013,87.06,82,75,13.0
Lukovetskiy,RU,64.2956,41.9211,66.18,73,100,7.9
Quang Ngai,VN,15.1167,108.8,78.22,75,82,5.68
Benguela,AO,-12.5763,13.4055,72.05,78,5,2.1
Oranjemund,NA,-28.55,16.4333,72.01,32,0,6.22
Townsville,AU,-19.25,146.8,50.88,93,7,0.0
Khandyga,RU,62.6667,135.6,66.87,54,72,2.51
Santa Engracia,ES,41.9406,-1.3245,76.59,48,100,10.74
Kieta,PG,-6.2167,155.6333,78.58,83,46,3.38
San Luis,AR,-33.295,-66.3356,52.09,53,3,9.17
Magomeni,TZ,-6.8,39.25,71.98,87,39,6.53
Kokopo,PG,-4.352,152.2633,75.78,86,67,5.5
Huntington,US,38.4193,-82.4452,91.65,62,40,1.99
Perth,AU,-31.9333,115.8333,48.2,96,90,14.97
Panabá,MX,21.2833,-88.2667,94.6,47,100,15.37
Katangli,RU,51.7102,143.2326,50.63,69,71,4.81
Forestville,US,38.8451,-76.875,94.21,53,75,1.99
Alzey,DE,49.7517,8.1161,76.53,96,100,7.02
Raudeberg,NO,61.9875,5.1352,56.98,91,100,3.36
Maha Sarakham,TH,16.3333,103.6667,85.17,69,25,9.62
Kabare,CD,-2.4683,28.8242,59.4,92,68,0.58
Anadyr,RU,64.75,177.4833,57.7,62,0,8.95
Mamit,IN,23.9333,92.4833,67.91,94,100,1.86
Kalmunai,LK,7.4167,81.8167,80.73,77,8,1.14
Guiratinga,BR,-16.3494,-53.7583,85.6,34,2,4.97
Adrar,MR,20.5022,-10.0711,95.4,11,59,11.36
Severnoye,RU,56.3491,78.3619,50.7,68,100,11.07
